Sales Period,Total Views,Policy,Gross Revenue (USD),Exchange Rate,Tunecore Commision,Net Revenue,Net Revenue Currency,YouTube Video Link,Song Name,Album Name,Label Name,Artist Name
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=hgT0HSMVIfE,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=hgT0HSMVIfE,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=i-UyFaEbEdc,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,7,monetize,0.00005,1.2412,0.2,0.00005,CAD,http://www.youtube.com/watch?v=iOzTqokESB0,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=iOzTqokESB0,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=id0oeVE1gQk,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=im7IDhkTmRI,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,17,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=im7IDhkTmRI,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2497,monetize,2.467075,1.2412,0.2,2.449707,CAD,http://www.youtube.com/watch?v=ipMG1Rhmmzo,Real Rappers (feat. Juice),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,227,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=ipMG1Rhmmzo,Real Rappers (feat. Juice),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=jged1jAW44E,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=jiyTy9G3CWc,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=k2kJDhkefZY,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=k2kJDhkefZY,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=kLdwxa3Y1gI,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=khJnRJ3dn4o,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,13,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=kthewOWew30,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,157,monetize,0.00111,1.2412,0.2,0.001102,CAD,http://www.youtube.com/watch?v=lAsZPZVf7KQ,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,7,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=lgU485-OsI8,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=lxkyP7Ghvrs,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,40,monetize,0.000209,1.2412,0.2,0.000207,CAD,http://www.youtube.com/watch?v=m1369V1M6PM,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,112,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=m1369V1M6PM,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=m9Io-n7NCvI,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,6,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=mL7O9nbpgB4,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=mL7O9nbpgB4,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=mSK8YS95h2M,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=mo_NQ9qHxco,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,9,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=mo_NQ9qHxco,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,141,monetize,0.006543,1.2412,0.2,0.006496,CAD,http://www.youtube.com/watch?v=n_vqrTS2618,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,0,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=n_vqrTS2618,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,24,monetize,0.000256,1.2412,0.2,0.000254,CAD,http://www.youtube.com/watch?v=nnJooHs1PuE,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=oSV3-1fqW6w,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=oXxCsGsNA50,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=oryYpod5L0Y,Unstoppable,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=oryYpod5L0Y,Unstoppable,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,27,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=p4_WeL2nZA8,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=p4_WeL2nZA8,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=pGGlub01OWs,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,7,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=pGGlub01OWs,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,13,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=paFcg3uX4sg,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,7,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=paFcg3uX4sg,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,398,monetize,0.150458,1.2412,0.2,0.149398,CAD,http://www.youtube.com/watch?v=qDOYE6lQcAg,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,36,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=qDOYE6lQcAg,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=qNoPgls3HAo,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=qvUaJ5hbqe4,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,5,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=r2vpfVjfyus,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,0,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=r2vpfVjfyus,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,32,monetize,0.001516,1.2412,0.2,0.001506,CAD,http://www.youtube.com/watch?v=r4sPyRiCdp8,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,0,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=r4sPyRiCdp8,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,266,monetize,0.015466,1.2412,0.2,0.015357,CAD,http://www.youtube.com/watch?v=r5kNfJLWv0w,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,3,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=r5kNfJLWv0w,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=rEL4_BP9YfM,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=rWYpvmo2-wE,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=rZ48CUF81yQ,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=rdY8J0dzvhE,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=rtVXn5brK6Y,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,7,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=sEBPy3CNtMg,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=sYKtVFgQBBw,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=sbhPjRcx_5w,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=t0wk3qpybOY,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=t573OqMQDRk,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=tQwtV9aMgCA,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=tQwtV9aMgCA,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=tVzskNrzKJs,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=tsHgIeLKNZc,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,16,monetize,0.000328,1.2412,0.2,0.000325,CAD,http://www.youtube.com/watch?v=tvzlF39Oc-A,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=uagCElYSv0o,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=uibOZSjRTIc,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=utUrRmC_Yig,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=utUrRmC_Yig,Without Struggle,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,0,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=vLKtJOO2QHo,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.000158,1.2412,0.2,0.000156,CAD,http://www.youtube.com/watch?v=vOIyIoMct-Q,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,109,monetize,0.004497,1.2412,0.2,0.004466,CAD,http://www.youtube.com/watch?v=veAN8RDu2CM,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=vkPbDbBEVgI,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.000112,1.2412,0.2,0.000112,CAD,http://www.youtube.com/watch?v=vmceXHQPCDE,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,41,monetize,0.00342,1.2412,0.2,0.003396,CAD,http://www.youtube.com/watch?v=w3JtPqEWmGA,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=w6s9O3eTgws,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,62,monetize,0.000093,1.2412,0.2,0.000092,CAD,http://www.youtube.com/watch?v=wUD-RSqtCr8,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,14,monetize,0.000646,1.2412,0.2,0.000642,CAD,http://www.youtube.com/watch?v=wXQfs0CXYDM,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=wcA3xGN0OoA,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=wtgRKIIQ5UI,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=xESMtFtURMw,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,13,monetize,0.001615,1.2412,0.2,0.001604,CAD,http://www.youtube.com/watch?v=xkFeOPSTfqw,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,34,monetize,0.000254,1.2412,0.2,0.000252,CAD,http://www.youtube.com/watch?v=xu580_KFClc,Let That Kush Burn (Remix),Demolition Volume 1,iRapproduction,Luigi
2015-02-01,3,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=y5U4tU1pdhM,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=y5U4tU1pdhM,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=y6l9k79-kuU,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,34,monetize,0.05144,1.2412,0.2,0.051078,CAD,http://www.youtube.com/watch?v=yIruZcMQteo,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,4,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=yIruZcMQteo,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=ykGtZ2xI0bI,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,35,monetize,0.00006,1.2412,0.2,0.00006,CAD,http://www.youtube.com/watch?v=zDp3NcJexUI,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,8,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=zDp3NcJexUI,Paper Touching,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,2,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=zFXxQKMWm9c,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,6,track,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=zFXxQKMWm9c,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
2015-02-01,1,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=zWJnKFFjosc,Renegade (Remix) [feat. Juice],Demolition Volume 1,iRapproduction,Luigi
2015-02-01,20,monetize,0.0,1.2412,0.2,0.0,CAD,http://www.youtube.com/watch?v=zo-dxci15Bc,Nobody Matches Me,Demolition Volume 1,iRapproduction,Luigi
